"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks","home_team_wins"
"83","201911020GSW",2019-11-02,"8:30p","Charlotte Hornets",93,"Golden State Warriors",87,"",18064,"",0
"84","201911020POR",2019-11-02,"10:00p","Philadelphia 76ers",129,"Portland Trail Blazers",128,"",19669,"",0
"85","201911030IND",2019-11-03,"5:00p","Chicago Bulls",95,"Indiana Pacers",108,"",17073,"",1
"86","201911030MIA",2019-11-03,"6:00p","Houston Rockets",100,"Miami Heat",129,"",19724,"",1
"87","201911030NYK",2019-11-03,"6:00p","Sacramento Kings",113,"New York Knicks",92,"",19812,"",0
"88","201911030SAS",2019-11-03,"7:00p","Los Angeles Lakers",103,"San Antonio Spurs",96,"",18610,"",0
"89","201911030CLE",2019-11-03,"7:30p","Dallas Mavericks",131,"Cleveland Cavaliers",111,"",18078,"",0
"90","201911030LAC",2019-11-03,"9:00p","Utah Jazz",94,"Los Angeles Clippers",105,"",19068,"",1
"91","201911040WAS",2019-11-04,"7:00p","Detroit Pistons",99,"Washington Wizards",115,"",13052,"",1
"92","201911040BRK",2019-11-04,"7:30p","New Orleans Pelicans",125,"Brooklyn Nets",135,"",17194,"",1
"93","201911040MEM",2019-11-04,"8:00p","Houston Rockets",107,"Memphis Grizzlies",100,"",14197,"",0
"94","201911040MIN",2019-11-04,"8:00p","Milwaukee Bucks",134,"Minnesota Timberwolves",106,"",16271,"",0
"95","201911040PHO",2019-11-04,"9:00p","Philadelphia 76ers",109,"Phoenix Suns",114,"",14285,"",1
"96","201911040GSW",2019-11-04,"10:30p","Portland Trail Blazers",118,"Golden State Warriors",127,"",18064,"",1
"97","201911050CHO",2019-11-05,"7:00p","Indiana Pacers",120,"Charlotte Hornets",122,"OT",13341,"",1
"98","201911050CLE",2019-11-05,"7:00p","Boston Celtics",119,"Cleveland Cavaliers",113,"",17709,"",0
"99","201911050ATL",2019-11-05,"7:30p","San Antonio Spurs",100,"Atlanta Hawks",108,"",14025,"",1
"100","201911050CHI",2019-11-05,"8:00p","Los Angeles Lakers",118,"Chicago Bulls",112,"",21193,"",0
"101","201911050OKC",2019-11-05,"8:00p","Orlando Magic",94,"Oklahoma City Thunder",102,"",18203,"",1
"102","201911050DEN",2019-11-05,"9:00p","Miami Heat",89,"Denver Nuggets",109,"",18010,"",1
"103","201911060DET",2019-11-06,"7:00p","New York Knicks",102,"Detroit Pistons",122,"",15463,"",1
"104","201911060IND",2019-11-06,"7:00p","Washington Wizards",106,"Indiana Pacers",121,"",16171,"",1
"105","201911060ATL",2019-11-06,"7:30p","Chicago Bulls",113,"Atlanta Hawks",93,"",15049,"",0
"106","201911060HOU",2019-11-06,"7:30p","Golden State Warriors",112,"Houston Rockets",129,"",18055,"",1
"107","201911060TOR",2019-11-06,"7:30p","Sacramento Kings",120,"Toronto Raptors",124,"",19800,"",1
"108","201911060MEM",2019-11-06,"8:00p","Minnesota Timberwolves",121,"Memphis Grizzlies",137,"",13503,"",1
"109","201911060DAL",2019-11-06,"8:30p","Orlando Magic",106,"Dallas Mavericks",107,"",19487,"",1
"110","201911060UTA",2019-11-06,"9:00p","Philadelphia 76ers",104,"Utah Jazz",106,"",18306,"",1
"111","201911060LAC",2019-11-06,"10:00p","Milwaukee Bucks",129,"Los Angeles Clippers",124,"",19068,"",0
"112","201911070CHO",2019-11-07,"8:00p","Boston Celtics",108,"Charlotte Hornets",87,"",18487,"",0
"113","201911070SAS",2019-11-07,"8:30p","Oklahoma City Thunder",112,"San Antonio Spurs",121,"",18354,"",1
"114","201911070PHO",2019-11-07,"9:00p","Miami Heat",124,"Phoenix Suns",108,"",15498,"",0
"115","201911070LAC",2019-11-07,"10:30p","Portland Trail Blazers",101,"Los Angeles Clippers",107,"",19068,"",1
"116","201911080IND",2019-11-08,"7:00p","Detroit Pistons",106,"Indiana Pacers",112,"",15544,"",1
"117","201911080ORL",2019-11-08,"7:00p","Memphis Grizzlies",86,"Orlando Magic",118,"",17021,"",1
"118","201911080WAS",2019-11-08,"7:00p","Cleveland Cavaliers",113,"Washington Wizards",100,"",16946,"",0
"119","201911080ATL",2019-11-08,"7:30p","Sacramento Kings",121,"Atlanta Hawks",109,"",16447,"",0
"120","201911080MIN",2019-11-08,"8:00p","Golden State Warriors",119,"Minnesota Timberwolves",125,"OT",15647,"",1
"121","201911080NOP",2019-11-08,"8:00p","Toronto Raptors",122,"New Orleans Pelicans",104,"",16337,"",0
"122","201911080DAL",2019-11-08,"8:30p","New York Knicks",106,"Dallas Mavericks",102,"",20257,"",0
"123","201911080DEN",2019-11-08,"9:00p","Philadelphia 76ers",97,"Denver Nuggets",100,"",19520,"",1
"124","201911080UTA",2019-11-08,"9:00p","Milwaukee Bucks",100,"Utah Jazz",103,"",18306,"",1
"125","201911080POR",2019-11-08,"10:00p","Brooklyn Nets",119,"Portland Trail Blazers",115,"",20089,"",0
"126","201911080LAL",2019-11-08,"10:30p","Miami Heat",80,"Los Angeles Lakers",95,"",18997,"",1
"127","201911090SAS",2019-11-09,"5:00p","Boston Celtics",135,"San Antonio Spurs",115,"",18354,"",0
"128","201911090CHO",2019-11-09,"7:00p","New Orleans Pelicans",115,"Charlotte Hornets",110,"",18513,"",0
"129","201911090CHI",2019-11-09,"8:00p","Houston Rockets",117,"Chicago Bulls",94,"",20482,"",0
"130","201911090MEM",2019-11-09,"8:00p","Dallas Mavericks",138,"Memphis Grizzlies",122,"",15753,"",0
"131","201911090OKC",2019-11-09,"8:00p","Golden State Warriors",108,"Oklahoma City Thunder",114,"",18203,"",1
"132","201911100MIN",2019-11-10,"3:30p","Denver Nuggets",100,"Minnesota Timberwolves",98,"OT",13553,"",0
"133","201911100ORL",2019-11-10,"6:00p","Indiana Pacers",109,"Orlando Magic",102,"",17118,"",0
"134","201911100PHI",2019-11-10,"6:00p","Charlotte Hornets",106,"Philadelphia 76ers",114,"",20311,"",1
"135","201911100OKC",2019-11-10,"7:00p","Milwaukee Bucks",121,"Oklahoma City Thunder",119,"",18203,"",0
"136","201911100NYK",2019-11-10,"7:30p","Cleveland Cavaliers",108,"New York Knicks",87,"",19812,"",0
"137","201911100PHO",2019-11-10,"8:00p","Brooklyn Nets",112,"Phoenix Suns",138,"",17290,"",1
"138","201911100POR",2019-11-10,"9:00p","Atlanta Hawks",113,"Portland Trail Blazers",124,"OT",20041,"",1
"139","201911100LAL",2019-11-10,"9:30p","Toronto Raptors",113,"Los Angeles Lakers",104,"",18997,"",0
"140","201911110DET",2019-11-11,"7:00p","Minnesota Timberwolves",120,"Detroit Pistons",114,"",12526,"",0
"141","201911110BOS",2019-11-11,"7:30p","Dallas Mavericks",106,"Boston Celtics",116,"",18624,"",1
"142","201911110SAS",2019-11-11,"7:30p","Memphis Grizzlies",113,"San Antonio Spurs",109,"",18627,"",0
"143","201911110NOP",2019-11-11,"8:00p","Houston Rockets",122,"New Orleans Pelicans",116,"",16695,"",0
"144","201911110GSW",2019-11-11,"10:30p","Utah Jazz",122,"Golden State Warriors",108,"",18064,"",0
"145","201911110LAC",2019-11-11,"10:30p","Toronto Raptors",88,"Los Angeles Clippers",98,"",19068,"",1
"146","201911120IND",2019-11-12,"7:00p","Oklahoma City Thunder",85,"Indiana Pacers",111,"",15838,"",1
"147","201911120PHI",2019-11-12,"7:00p","Cleveland Cavaliers",97,"Philadelphia 76ers",98,"",20294,"",1
"148","201911120MIA",2019-11-12,"7:30p","Detroit Pistons",108,"Miami Heat",117,"",19600,"",1
"149","201911120CHI",2019-11-12,"8:00p","New York Knicks",102,"Chicago Bulls",120,"",18668,"",1
"150","201911120DEN",2019-11-12,"9:00p","Atlanta Hawks",125,"Denver Nuggets",121,"",18327,"",0
"151","201911120PHO",2019-11-12,"9:00p","Los Angeles Lakers",123,"Phoenix Suns",115,"",18055,"",0
"152","201911120UTA",2019-11-12,"9:00p","Brooklyn Nets",114,"Utah Jazz",119,"",18306,"",1
"153","201911120SAC",2019-11-12,"10:00p","Portland Trail Blazers",99,"Sacramento Kings",107,"",16358,"",1
"154","201911130CHO",2019-11-13,"7:00p","Memphis Grizzlies",119,"Charlotte Hornets",117,"",13155,"",0
"155","201911130ORL",2019-11-13,"7:00p","Philadelphia 76ers",97,"Orlando Magic",112,"",15113,"",1
"156","201911130BOS",2019-11-13,"7:30p","Washington Wizards",133,"Boston Celtics",140,"",19156,"",1
"157","201911130HOU",2019-11-13,"7:30p","Los Angeles Clippers",93,"Houston Rockets",102,"",18055,"",1
"158","201911130MIN",2019-11-13,"8:00p","San Antonio Spurs",114,"Minnesota Timberwolves",129,"",11581,"",1
"159","201911130LAL",2019-11-13,"10:00p","Golden State Warriors",94,"Los Angeles Lakers",120,"",18997,"",1
"160","201911130POR",2019-11-13,"10:00p","Toronto Raptors",114,"Portland Trail Blazers",106,"",19544,"",0
"161","201911140CLE",2019-11-14,"6:00p","Miami Heat",108,"Cleveland Cavaliers",97,"",17374,"",0
"162","201911140MIL",2019-11-14,"8:00p","Chicago Bulls",115,"Milwaukee Bucks",124,"",17627,"",1
"163","201911140NOP",2019-11-14,"8:00p","Los Angeles Clippers",127,"New Orleans Pelicans",132,"",17147,"",1
"164","201911140NYK",2019-11-14,"8:00p","Dallas Mavericks",103,"New York Knicks",106,"",19812,"",1
"165","201911140PHO",2019-11-14,"9:00p","Atlanta Hawks",112,"Phoenix Suns",128,"",15143,"",1
"166","201911140DEN",2019-11-14,"10:30p","Brooklyn Nets",93,"Denver Nuggets",101,"",18394,"",1
"167","201911150CHO",2019-11-15,"7:00p","Detroit Pistons",106,"Charlotte Hornets",109,"",16778,"",1
"168","201911150ORL",2019-11-15,"7:00p","San Antonio Spurs",109,"Orlando Magic",111,"",16296,"",1
"169","201911150HOU",2019-11-15,"8:00p","Indiana Pacers",102,"Houston Rockets",111,"",18055,"",1
"170","201911150MEM",2019-11-15,"8:00p","Utah Jazz",106,"Memphis Grizzlies",107,"",16422,"",1
"171","201911150MIN",2019-11-15,"8:00p","Washington Wizards",137,"Minnesota Timberwolves",116,"",12716,"",0
"172","201911150OKC",2019-11-15,"8:00p","Philadelphia 76ers",119,"Oklahoma City Thunder",127,"OT",18203,"",1
"173","201911150GSW",2019-11-15,"10:30p","Boston Celtics",105,"Golden State Warriors",100,"",18064,"",0
"174","201911150LAL",2019-11-15,"10:30p","Sacramento Kings",97,"Los Angeles Lakers",99,"",18997,"",1
"175","201911160CHI",2019-11-16,"6:00p","Brooklyn Nets",117,"Chicago Bulls",111,"",19148,"",0
"176","201911160IND",2019-11-16,"7:00p","Milwaukee Bucks",102,"Indiana Pacers",83,"",17024,"",0
"177","201911160NYK",2019-11-16,"7:30p","Charlotte Hornets",103,"New York Knicks",102,"",19401,"",0
"178","201911160MIA",2019-11-16,"8:00p","New Orleans Pelicans",94,"Miami Heat",109,"",19600,"",1
"179","201911160MIN",2019-11-16,"8:00p","Houston Rockets",125,"Minnesota Timberwolves",105,"",18978,"",0
"180","201911160DAL",2019-11-16,"8:30p","Toronto Raptors",102,"Dallas Mavericks",110,"",19926,"",1
"181","201911160SAS",2019-11-16,"8:30p","Portland Trail Blazers",121,"San Antonio Spurs",116,"",18534,"",0
"182","201911160LAC",2019-11-16,"10:30p","Atlanta Hawks",101,"Los Angeles Clippers",150,"",19068,"",1
"183","201911170CLE",2019-11-17,"3:00p","Philadelphia 76ers",114,"Cleveland Cavaliers",95,"",19432,"",0
"184","201911170SAC",2019-11-17,"3:30p","Boston Celtics",99,"Sacramento Kings",100,"",16633,"",1
"185","201911170MEM",2019-11-17,"6:00p","Denver Nuggets",131,"Memphis Grizzlies",114,"",14227,"",0
"186","201911170ORL",2019-11-17,"6:00p","Washington Wizards",121,"Orlando Magic",125,"",16344,"",1
"187","201911170NOP",2019-11-17,"7:00p","Golden State Warriors",100,"New Orleans Pelicans",108,"",16812,"",1
"188","201911170LAL",2019-11-17,"9:30p","Atlanta Hawks",101,"Los Angeles Lakers",122,"",18997,"",1
"189","201911180NYK",2019-11-18,"7:00p","Cleveland Cavaliers",105,"New York Knicks",123,"",17097,"",1
"190","201911180BRK",2019-11-18,"7:30p","Indiana Pacers",115,"Brooklyn Nets",86,"",14140,"",0
"191","201911180TOR",2019-11-18,"7:30p","Charlotte Hornets",96,"Toronto Raptors",132,"",19800,"",1
"192","201911180CHI",2019-11-18,"8:00p","Milwaukee Bucks",115,"Chicago Bulls",101,"",17565,"",0
"193","201911180HOU",2019-11-18,"8:00p","Portland Trail Blazers",108,"Houston Rockets",132,"",18055,"",1
"194","201911180DAL",2019-11-18,"8:30p","San Antonio Spurs",110,"Dallas Mavericks",117,"",19637,"",1
"195","201911180PHO",2019-11-18,"9:00p","Boston Celtics",99,"Phoenix Suns",85,"",15193,"",0
"196","201911180UTA",2019-11-18,"9:00p","Minnesota Timberwolves",112,"Utah Jazz",102,"",18306,"",0
"197","201911180LAC",2019-11-18,"10:30p","Oklahoma City Thunder",88,"Los Angeles Clippers",90,"",19068,"",1
"198","201911190MEM",2019-11-19,"8:00p","Golden State Warriors",114,"Memphis Grizzlies",95,"",14511,"",0
"199","201911190NOP",2019-11-19,"8:00p","Portland Trail Blazers",104,"New Orleans Pelicans",115,"",15021,"",1
"200","201911190SAC",2019-11-19,"10:00p","Phoenix Suns",116,"Sacramento Kings",120,"",16732,"",1
"201","201911190LAL",2019-11-19,"10:30p","Oklahoma City Thunder",107,"Los Angeles Lakers",112,"",18997,"",1
"202","201911200PHI",2019-11-20,"7:00p","New York Knicks",104,"Philadelphia 76ers",109,"",20384,"",1
"203","201911200WAS",2019-11-20,"7:00p","San Antonio Spurs",132,"Washington Wizards",138,"",14579,"",1
"204","201911200ATL",2019-11-20,"7:30p","Milwaukee Bucks",135,"Atlanta Hawks",127,"",16441,"",0
"205","201911200BRK",2019-11-20,"7:30p","Charlotte Hornets",91,"Brooklyn Nets",101,"",14011,"",1
"206","201911200DAL",2019-11-20,"7:30p","Golden State Warriors",94,"Dallas Mavericks",142,"",19569,"",1
"207","201911200MIA",2019-11-20,"7:30p","Cleveland Cavaliers",100,"Miami Heat",124,"",19600,"",1
"208","201911200TOR",2019-11-20,"7:30p","Orlando Magic",97,"Toronto Raptors",113,"",19800,"",1
"209","201911200CHI",2019-11-20,"8:00p","Detroit Pistons",89,"Chicago Bulls",109,"",18119,"",1
"210","201911200MIN",2019-11-20,"8:00p","Utah Jazz",103,"Minnesota Timberwolves",95,"",13177,"",0
"211","201911200DEN",2019-11-20,"9:00p","Houston Rockets",95,"Denver Nuggets",105,"",17778,"",1
"212","201911200LAC",2019-11-20,"10:00p","Boston Celtics",104,"Los Angeles Clippers",107,"OT",19068,"",1
"213","201911210MIL",2019-11-21,"8:00p","Portland Trail Blazers",129,"Milwaukee Bucks",137,"",17385,"",1
"214","201911210PHO",2019-11-21,"10:30p","New Orleans Pelicans",124,"Phoenix Suns",121,"",13903,"",0
"215","201911220DET",2019-11-22,"7:00p","Atlanta Hawks",103,"Detroit Pistons",128,"",15399,"",1
"216","201911220WAS",2019-11-22,"7:00p","Charlotte Hornets",118,"Washington Wizards",125,"",15053,"",1
"217","201911220BRK",2019-11-22,"7:30p","Sacramento Kings",97,"Brooklyn Nets",116,"",15619,"",1
"218","201911220CHI",2019-11-22,"8:00p","Miami Heat",116,"Chicago Bulls",108,"",18953,"",0
"219","201911220OKC",2019-11-22,"8:00p","Los Angeles Lakers",130,"Oklahoma City Thunder",127,"",18203,"",0
"220","201911220PHI",2019-11-22,"8:00p","San Antonio Spurs",104,"Philadelphia 76ers",115,"",20927,"",1
"221","201911220DAL",2019-11-22,"8:30p","Cleveland Cavaliers",101,"Dallas Mavericks",143,"",19639,"",1
"222","201911220DEN",2019-11-22,"9:00p","Boston Celtics",92,"Denver Nuggets",96,"",19520,"",1
"223","201911220UTA",2019-11-22,"9:00p","Golden State Warriors",109,"Utah Jazz",113,"",18306,"",1
"224","201911220LAC",2019-11-22,"10:30p","Houston Rockets",119,"Los Angeles Clippers",122,"",19068,"",1
"225","201911230MIN",2019-11-23,"5:00p","Phoenix Suns",100,"Minnesota Timberwolves",98,"",17362,"",0
"226","201911230CHO",2019-11-23,"7:00p","Chicago Bulls",116,"Charlotte Hornets",115,"",17891,"",0
"227","201911230IND",2019-11-23,"7:00p","Orlando Magic",106,"Indiana Pacers",111,"",16446,"",1
"228","201911230ATL",2019-11-23,"7:30p","Toronto Raptors",119,"Atlanta Hawks",116,"",16931,"",0
"229","201911230NYK",2019-11-23,"7:30p","San Antonio Spurs",111,"New York Knicks",104,"",19320,"",0
"230","201911230PHI",2019-11-23,"7:30p","Miami Heat",86,"Philadelphia 76ers",113,"",21017,"",1
"231","201911230CLE",2019-11-23,"8:00p","Portland Trail Blazers",104,"Cleveland Cavaliers",110,"",19432,"",1
"232","201911230MEM",2019-11-23,"8:00p","Los Angeles Lakers",109,"Memphis Grizzlies",108,"",17794,"",0
"233","201911230MIL",2019-11-23,"8:30p","Detroit Pistons",90,"Milwaukee Bucks",104,"",17585,"",1
"234","201911230UTA",2019-11-23,"9:00p","New Orleans Pelicans",120,"Utah Jazz",128,"",18306,"",1
"235","201911240HOU",2019-11-24,"3:30p","Dallas Mavericks",137,"Houston Rockets",123,"",18055,"",0
"236","201911240NYK",2019-11-24,"6:00p","Brooklyn Nets",103,"New York Knicks",101,"",18770,"",0
"237","201911240WAS",2019-11-24,"6:00p","Sacramento Kings",113,"Washington Wizards",106,"",15885,"",0
"238","201911240DEN",2019-11-24,"8:00p","Phoenix Suns",104,"Denver Nuggets",116,"",19520,"",1
"239","201911240LAC",2019-11-24,"9:00p","New Orleans Pelicans",109,"Los Angeles Clippers",134,"",19068,"",1
"240","201911250CLE",2019-11-25,"7:00p","Brooklyn Nets",108,"Cleveland Cavaliers",106,"",17143,"",0
"241","201911250DET",2019-11-25,"7:00p","Orlando Magic",88,"Detroit Pistons",103,"",14695,"",1
"242","201911250IND",2019-11-25,"7:00p","Memphis Grizzlies",114,"Indiana Pacers",126,"",15141,"",1
"243","201911250ATL",2019-11-25,"7:30p","Minnesota Timberwolves",125,"Atlanta Hawks",113,"",16218,"",0
"244","201911250BOS",2019-11-25,"7:30p","Sacramento Kings",102,"Boston Celtics",103,"",19156,"",1
"245","201911250MIA",2019-11-25,"7:30p","Charlotte Hornets",100,"Miami Heat",117,"",19600,"",1
"246","201911250TOR",2019-11-25,"7:30p","Philadelphia 76ers",96,"Toronto Raptors",101,"",19800,"",1
