"","Toronto Raptors","Los Angeles Clippers","Charlotte Hornets","Indiana Pacers","Orlando Magic","Brooklyn Nets","Miami Heat","Philadelphia 76ers","Dallas Mavericks","San Antonio Spurs","Utah Jazz","Phoenix Suns","Portland Trail Blazers","Detroit Pistons","Houston Rockets","Golden State Warriors","Boston Celtics","Memphis Grizzlies","New Orleans Pelicans","Oklahoma City Thunder","Denver Nuggets","Sacramento Kings","Los Angeles Lakers","Milwaukee Bucks","Atlanta Hawks","New York Knicks","Chicago Bulls","Cleveland Cavaliers","Minnesota Timberwolves","Washington Wizards"
"1",1553.19744316742,1574.6658465681,1440.56440078124,1489.892739912,1416.16454692236,1368.02276757243,1526.3089771109,1390.97641778119,1445.43440291258,1612.64041042967,1581.13607253372,1367.73172591937,1530.19232238959,1460.34023701978,1600.56149152918,1737.90151472047,1559.20364653337,1502.08579516751,1468.3744948896,1535.56922692992,1512.94648113341,1437.47149716558,1400.27903959458,1521.22953298378,1500.03043035739,1405.1879715855,1489.87770881938,1613.02483845905,1436.36033495883,1565.78192907005
"2",1558.70688650943,1579.14275377326,1452.2594509285,1481.04748113205,1404.78771547935,1379.39959901543,1535.01356642731,1385.20650393415,1435.2052521834,1619.24707229037,1567.19462161178,1358.66578217556,1539.03758116955,1453.28522853933,1606.31919501988,1741.39884506882,1547.79169812473,1518.05788986429,1464.87716454125,1526.47697327249,1521.09032375487,1447.70064789475,1409.34498333838,1513.81180604177,1488.33538021013,1396.5635458409,1483.27104695867,1620.44256540106,1450.30178588077,1572.8369375505
"3",1550.43194923657,1589.06055683361,1444.31025523478,1472.34289181564,1420.30389936803,1392.43616197385,1543.31156408346,1379.69706059213,1429.76727984055,1627.52200956323,1576.28687526921,1354.1888749704,1528.31279813295,1461.90965428393,1611.75716736273,1725.42675037205,1553.56161197177,1530.69123667079,1473.29229321901,1514.31894399312,1512.56879497404,1439.55680527328,1400.92985466062,1524.53658907837,1475.29881725171,1390.79795064679,1476.63615211898,1604.92638151238,1462.45981516014,1581.35846633133
"4",1545.15126589533,1597.56599562768,1456.25000111518,1482.05851070277,1429.50351712298,1383.23654421891,1535.68896210638,1392.02013221937,1426.68307183649,1635.14461154031,1566.36907220885,1366.59768011683,1536.74228745864,1449.5865826567,1599.12382055622,1728.51095837612,1559.32720716588,1517.78397252058,1464.86280389332,1523.3930734078,1500.62904909363,1427.14800012686,1415.70156843976,1532.48578477209,1467.00081959556,1401.03401882701,1486.35889603195,1611.56127635208,1452.74419627302,1566.5867525522
"5",1551.58874846058,1583.79327557526,1450.25822957793,1472.9843812881,1444.81599989378,1399.00132337864,1526.63214489057,1387.36276345686,1439.59033598669,1619.83212876951,1551.17893944896,1381.78781287672,1528.23684866458,1459.67746358005,1603.78118931873,1733.79164171736,1568.55618226175,1525.5706231495,1473.78152832703,1511.11014495758,1509.38774289648,1418.22927569315,1409.2640858745,1523.25680967622,1457.27807568259,1415.82703491412,1477.07009151666,1595.79649719235,1442.65331534967,1561.05922875292
"6",1561.0902507321,1577.59547803892,1460.10160242599,1486.9760860618,1434.97262704573,1388.76525519842,1514.59737181418,1398.63494538768,1431.80368535778,1605.8404239958,1557.30726427557,1375.76986591588,1534.25479562542,1473.45018363247,1609.77296085598,1739.31916551664,1577.61299947755,1537.9478010003,1487.155809243,1520.39894947286,1516.04902543079,1412.12331855223,1403.13576104789,1531.13827028564,1448.51938187973,1428.6342218621,1468.14603251645,1582.42221627637,1454.93624379988,1567.16518589384
"7",1549.44045701901,1583.21292603113,1472.30543952139,1494.85437614757,1446.46338675892,1382.10397266412,1523.52143081439,1413.8037950433,1420.53150342696,1595.0297562992,1563.5620467939,1385.95215596759,1524.75329335391,1489.89167008032,1597.39578300517,1722.87767906878,1588.42366717415,1525.7439639049,1475.66504952982,1530.70795356729,1503.2418384828,1404.24502846647,1415.58216106438,1520.82926619121,1440.63792127032,1422.78785412604,1477.87440682723,1567.62920018926,1466.97101687628,1552.37605423566
"8",1560.10174872632,1571.23295194393,1483.69305708163,1506.91889850423,1458.70646750216,1371.92168261241,1513.27309631193,1424.57461119494,1414.27672090864,1588.70722061049,1572.44966364392,1400.74128762577,1515.86567650389,1477.44527006383,1582.22693334956,1729.07547660511,1593.56902513659,1513.50088316165,1465.41486737187,1522.49775331872,1514.89163219589,1399.09967050404,1408.39097921422,1509.44164863097,1429.86710511868,1432.15415324883,1467.75701723087,1555.5646778326,1477.22119903423,1542.46782762356
"9",1549.5946390448,1559.5800381027,1476.62680650497,1494.59224130349,1448.97809319137,1362.96751514026,1524.92601015316,1436.90126839567,1408.65927291643,1595.77347118715,1561.78837193662,1391.37498850298,1523.05685835404,1488.36360516537,1588.07330108562,1735.39801229383,1601.77922538516,1525.48085724885,1473.79568715213,1512.51384564132,1525.13996669835,1391.61381619963,1417.34514668638,1498.52331352944,1424.13000580171,1443.93216598761,1460.06987618122,1565.4729044447,1485.04211656613,1552.97493730508
"10",1557.28178009445,1550.75201622947,1466.86897124388,1482.81422856471,1443.11285490362,1373.64843476981,1520.4303678265,1450.11624889788,1400.27845313617,1600.48670858077,1552.70743907055,1386.66175110936,1533.04076603143,1495.84945946977,1593.81040040259,1739.99082102971,1607.64446367292,1512.46521342972,1483.91307674849,1499.16803223397,1520.54715796247,1404.95962960699,1430.3607905055,1490.03963749757,1437.98767753634,1454.5913829004,1450.16880095566,1551.61523271007,1494.79995182722,1538.65775805994
"11",1565.47696060505,1539.01977221784,1456.2097543311,1472.84585585235,1453.4431133465,1367.64137289101,1526.49685010657,1438.82380626929,1392.45753560426,1609.314730454,1539.49245856835,1375.98083147981,1522.44924537839,1505.18832832492,1602.89133326865,1744.48646335637,1613.11571116398,1523.05673408277,1493.88144946086,1489.95464163249,1526.55421984127,1416.25207223557,1425.18404987543,1503.3438522711,1432.51643004528,1444.26112445751,1444.13613543535,1560.09890874194,1490.96071011191,1545.50310151505
"12",1557.14392145926,1527.4966554921,1450.56351804146,1463.5069869972,1461.08423535724,1381.8239040564,1536.87071944327,1435.94178185429,1406.7747148494,1596.01051568047,1529.11858923165,1369.91434919973,1508.266714213,1513.12664231647,1611.6658588357,1748.32570507168,1618.29245179405,1515.55321578709,1485.68626895026,1501.68688564412,1535.76761044274,1407.05649566051,1418.33870642033,1510.94488550398,1424.57811605373,1453.45670103258,1435.97777494427,1551.3243831749,1477.41736162002,1552.15665024
"13",1569.07816928314,1514.92084232481,1443.72972809572,1473.40806222276,1453.20128876263,1375.82641747863,1526.18837193512,1448.51759502157,1400.71066839927,1602.04318120079,1535.11607580941,1362.273227189,1519.28163658368,1523.80898982462,1619.16937713138,1751.20772948669,1623.93868808368,1505.42058515721,1497.209385676,1508.8597132023,1543.65055703735,1401.00583057101,1410.73767318744,1521.07751613386,1417.92456732877,1446.36195099117,1446.20085707424,1557.38842962503,1489.06296365274,1558.2073153295
