"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks","home_team_wins"
"69","201611030GSW",2016-11-03,"10:30p","Oklahoma City Thunder",96,"Golden State Warriors",122,"",19596,"",1
"70","201611040WAS",2016-11-04,"7:00p","Atlanta Hawks",92,"Washington Wizards",95,"",14663,"",1
"71","201611040BRK",2016-11-04,"7:30p","Charlotte Hornets",99,"Brooklyn Nets",95,"",15775,"",0
"72","201611040TOR",2016-11-04,"7:30p","Miami Heat",87,"Toronto Raptors",96,"",19800,"",1
"73","201611040CHI",2016-11-04,"8:00p","New York Knicks",117,"Chicago Bulls",104,"",22376,"",0
"74","201611040MEM",2016-11-04,"8:00p","Los Angeles Clippers",99,"Memphis Grizzlies",88,"",17115,"",0
"75","201611040NOP",2016-11-04,"8:00p","Phoenix Suns",112,"New Orleans Pelicans",111,"OT",15379,"",0
"76","201611040DAL",2016-11-04,"8:30p","Portland Trail Blazers",105,"Dallas Mavericks",95,"",19475,"",0
"77","201611040UTA",2016-11-04,"9:00p","San Antonio Spurs",100,"Utah Jazz",86,"",19911,"",0
"78","201611040LAL",2016-11-04,"10:30p","Golden State Warriors",97,"Los Angeles Lakers",117,"",18997,"",1
"79","201611050OKC",2016-11-05,"6:00p","Minnesota Timberwolves",92,"Oklahoma City Thunder",112,"",18203,"",1
"80","201611050DET",2016-11-05,"7:00p","Denver Nuggets",86,"Detroit Pistons",103,"",16218,"",1
"81","201611050IND",2016-11-05,"7:00p","Chicago Bulls",94,"Indiana Pacers",111,"",17020,"",1
"82","201611050ORL",2016-11-05,"7:00p","Washington Wizards",86,"Orlando Magic",88,"",18846,"",1
"83","201611050PHI",2016-11-05,"7:00p","Cleveland Cavaliers",102,"Philadelphia 76ers",101,"",20497,"",0
"84","201611050ATL",2016-11-05,"7:30p","Houston Rockets",97,"Atlanta Hawks",112,"",16895,"",1
"85","201611050MIL",2016-11-05,"8:00p","Sacramento Kings",91,"Milwaukee Bucks",117,"",16021,"",1
"86","201611050SAS",2016-11-05,"8:30p","Los Angeles Clippers",116,"San Antonio Spurs",92,"",18418,"",0
"87","201611060NYK",2016-11-06,"12:00p","Utah Jazz",114,"New York Knicks",109,"",19812,"",0
"88","201611060MEM",2016-11-06,"3:30p","Portland Trail Blazers",100,"Memphis Grizzlies",94,"",16233,"",0
"89","201611060TOR",2016-11-06,"6:00p","Sacramento Kings",96,"Toronto Raptors",91,"",19800,"",0
"90","201611060DAL",2016-11-06,"7:00p","Milwaukee Bucks",75,"Dallas Mavericks",86,"OT",19345,"",1
"91","201611060BOS",2016-11-06,"7:30p","Denver Nuggets",123,"Boston Celtics",107,"",17452,"",0
"92","201611060LAL",2016-11-06,"9:30p","Phoenix Suns",108,"Los Angeles Lakers",119,"",18997,"",1
"93","201611070CHO",2016-11-07,"7:00p","Indiana Pacers",100,"Charlotte Hornets",122,"",16880,"",1
"94","201611070PHI",2016-11-07,"7:00p","Utah Jazz",109,"Philadelphia 76ers",84,"",14168,"",0
"95","201611070WAS",2016-11-07,"7:00p","Houston Rockets",114,"Washington Wizards",106,"",13173,"",0
"96","201611070CHI",2016-11-07,"8:00p","Orlando Magic",80,"Chicago Bulls",112,"",21320,"",1
"97","201611070OKC",2016-11-07,"8:00p","Miami Heat",85,"Oklahoma City Thunder",97,"",18203,"",1
"98","201611070GSW",2016-11-07,"10:30p","New Orleans Pelicans",106,"Golden State Warriors",116,"",19596,"",1
"99","201611070LAC",2016-11-07,"10:30p","Detroit Pistons",82,"Los Angeles Clippers",114,"",19060,"",1
"100","201611080CLE",2016-11-08,"7:00p","Atlanta Hawks",110,"Cleveland Cavaliers",106,"",20562,"",0
"101","201611080BRK",2016-11-08,"7:30p","Minnesota Timberwolves",110,"Brooklyn Nets",119,"",13610,"",1
"102","201611080MEM",2016-11-08,"8:00p","Denver Nuggets",107,"Memphis Grizzlies",108,"",15109,"",1
"103","201611080POR",2016-11-08,"10:00p","Phoenix Suns",121,"Portland Trail Blazers",124,"",19239,"",1
"104","201611080LAL",2016-11-08,"10:30p","Dallas Mavericks",109,"Los Angeles Lakers",97,"",18997,"",0
"105","201611080SAC",2016-11-08,"10:30p","New Orleans Pelicans",94,"Sacramento Kings",102,"",17608,"",1
"106","201611090CHO",2016-11-09,"7:00p","Utah Jazz",98,"Charlotte Hornets",104,"",15712,"",1
"107","201611090IND",2016-11-09,"7:00p","Philadelphia 76ers",115,"Indiana Pacers",122,"OT",15360,"",1
"108","201611090NYK",2016-11-09,"7:00p","Brooklyn Nets",96,"New York Knicks",110,"",19812,"",1
"109","201611090ORL",2016-11-09,"7:00p","Minnesota Timberwolves",123,"Orlando Magic",107,"",17102,"",0
"110","201611090WAS",2016-11-09,"7:00p","Boston Celtics",93,"Washington Wizards",118,"",12675,"",1
"111","201611090ATL",2016-11-09,"7:30p","Chicago Bulls",107,"Atlanta Hawks",115,"",16354,"",1
"112","201611090OKC",2016-11-09,"8:00p","Toronto Raptors",112,"Oklahoma City Thunder",102,"",18203,"",0
"113","201611090PHO",2016-11-09,"9:00p","Detroit Pistons",100,"Phoenix Suns",107,"",16719,"",1
"114","201611090SAS",2016-11-09,"9:30p","Houston Rockets",101,"San Antonio Spurs",99,"",18418,"",0
"115","201611090GSW",2016-11-09,"10:30p","Dallas Mavericks",95,"Golden State Warriors",116,"",19596,"",1
"116","201611090LAC",2016-11-09,"10:30p","Portland Trail Blazers",80,"Los Angeles Clippers",111,"",19060,"",1
"117","201611100MIA",2016-11-10,"8:00p","Chicago Bulls",98,"Miami Heat",95,"",19600,"",0
"118","201611100MIL",2016-11-10,"8:00p","New Orleans Pelicans",112,"Milwaukee Bucks",106,"",12159,"",0
"119","201611100DEN",2016-11-10,"9:00p","Golden State Warriors",125,"Denver Nuggets",101,"",17569,"",0
"120","201611100SAC",2016-11-10,"10:30p","Los Angeles Lakers",101,"Sacramento Kings",91,"",17608,"",0
"121","201611110CHO",2016-11-11,"7:00p","Toronto Raptors",113,"Charlotte Hornets",111,"",18107,"",0
"122","201611110ORL",2016-11-11,"7:00p","Utah Jazz",87,"Orlando Magic",74,"",18846,"",0
"123","201611110PHI",2016-11-11,"7:00p","Indiana Pacers",105,"Philadelphia 76ers",109,"OT",17643,"",1
"124","201611110WAS",2016-11-11,"7:00p","Cleveland Cavaliers",105,"Washington Wizards",94,"",20356,"",0
"125","201611110BOS",2016-11-11,"7:30p","New York Knicks",87,"Boston Celtics",115,"",18624,"",1
"126","201611110OKC",2016-11-11,"8:00p","Los Angeles Clippers",110,"Oklahoma City Thunder",108,"",18203,"",0
"127","201611110SAS",2016-11-11,"8:30p","Detroit Pistons",86,"San Antonio Spurs",96,"",18418,"",1
"128","201611110POR",2016-11-11,"10:00p","Sacramento Kings",120,"Portland Trail Blazers",122,"OT",19918,"",1
"129","201611120IND",2016-11-12,"7:00p","Boston Celtics",105,"Indiana Pacers",99,"",17923,"",0
"130","201611120NOP",2016-11-12,"7:00p","Los Angeles Lakers",126,"New Orleans Pelicans",99,"",17138,"",0
"131","201611120ATL",2016-11-12,"7:30p","Philadelphia 76ers",96,"Atlanta Hawks",117,"",17399,"",1
"132","201611120TOR",2016-11-12,"7:30p","New York Knicks",107,"Toronto Raptors",118,"",19800,"",1
"133","201611120CHI",2016-11-12,"8:00p","Washington Wizards",95,"Chicago Bulls",106,"",21962,"",1
"134","201611120HOU",2016-11-12,"8:00p","San Antonio Spurs",106,"Houston Rockets",100,"",18055,"",0
"135","201611120MIA",2016-11-12,"8:00p","Utah Jazz",102,"Miami Heat",91,"",19600,"",0
"136","201611120MIN",2016-11-12,"8:00p","Los Angeles Clippers",119,"Minnesota Timberwolves",105,"",14494,"",0
"137","201611120MIL",2016-11-12,"8:30p","Memphis Grizzlies",96,"Milwaukee Bucks",106,"",14327,"",1
"138","201611120DEN",2016-11-12,"9:00p","Detroit Pistons",106,"Denver Nuggets",95,"",13997,"",0
"139","201611120PHO",2016-11-12,"9:00p","Brooklyn Nets",122,"Phoenix Suns",104,"",17126,"",0
"140","201611130CLE",2016-11-13,"3:30p","Charlotte Hornets",93,"Cleveland Cavaliers",100,"",20562,"",1
"141","201611130MIN",2016-11-13,"7:00p","Los Angeles Lakers",99,"Minnesota Timberwolves",125,"",14432,"",1
"142","201611130OKC",2016-11-13,"7:00p","Orlando Magic",119,"Oklahoma City Thunder",117,"",18203,"",0
"143","201611130GSW",2016-11-13,"8:00p","Phoenix Suns",120,"Golden State Warriors",133,"",19596,"",1
"144","201611130POR",2016-11-13,"9:00p","Denver Nuggets",105,"Portland Trail Blazers",112,"",19362,"",1
"145","201611140IND",2016-11-14,"7:00p","Orlando Magic",69,"Indiana Pacers",88,"",14825,"",1
"146","201611140DET",2016-11-14,"7:30p","Oklahoma City Thunder",88,"Detroit Pistons",104,"",14172,"",1
"147","201611140NYK",2016-11-14,"7:30p","Dallas Mavericks",77,"New York Knicks",93,"",19812,"",1
"148","201611140HOU",2016-11-14,"8:00p","Philadelphia 76ers",88,"Houston Rockets",115,"",13183,"",1
"149","201611140NOP",2016-11-14,"8:00p","Boston Celtics",105,"New Orleans Pelicans",106,"",15001,"",1
"150","201611140SAS",2016-11-14,"8:30p","Miami Heat",90,"San Antonio Spurs",94,"",18418,"",1
"151","201611140UTA",2016-11-14,"9:00p","Memphis Grizzlies",102,"Utah Jazz",96,"",18176,"",0
"152","201611140LAC",2016-11-14,"10:30p","Brooklyn Nets",95,"Los Angeles Clippers",127,"",19060,"",1
"153","201611150CLE",2016-11-15,"7:00p","Toronto Raptors",117,"Cleveland Cavaliers",121,"",20562,"",1
"154","201611150MIA",2016-11-15,"7:30p","Atlanta Hawks",93,"Miami Heat",90,"",19600,"",0
"155","201611150MIN",2016-11-15,"8:00p","Charlotte Hornets",115,"Minnesota Timberwolves",108,"",10349,"",0
"156","201611150POR",2016-11-15,"10:00p","Chicago Bulls",113,"Portland Trail Blazers",88,"",19393,"",0
"157","201611150LAL",2016-11-15,"10:30p","Brooklyn Nets",118,"Los Angeles Lakers",125,"",18426,"",1
"158","201611160IND",2016-11-16,"7:00p","Cleveland Cavaliers",93,"Indiana Pacers",103,"",17022,"",1
"159","201611160ORL",2016-11-16,"7:00p","New Orleans Pelicans",82,"Orlando Magic",89,"",16127,"",1
"160","201611160PHI",2016-11-16,"7:00p","Washington Wizards",102,"Philadelphia 76ers",109,"",14863,"",1
"161","201611160ATL",2016-11-16,"7:30p","Milwaukee Bucks",100,"Atlanta Hawks",107,"",14656,"",1
"162","201611160BOS",2016-11-16,"7:30p","Dallas Mavericks",83,"Boston Celtics",90,"",18624,"",1
"163","201611160NYK",2016-11-16,"7:30p","Detroit Pistons",102,"New York Knicks",105,"",19812,"",1
"164","201611160OKC",2016-11-16,"8:00p","Houston Rockets",103,"Oklahoma City Thunder",105,"",18203,"",1
"165","201611160TOR",2016-11-16,"8:00p","Golden State Warriors",127,"Toronto Raptors",121,"",21050,"",0
"166","201611160DEN",2016-11-16,"9:00p","Phoenix Suns",104,"Denver Nuggets",120,"",10247,"",1
"167","201611160LAC",2016-11-16,"10:30p","Memphis Grizzlies",111,"Los Angeles Clippers",107,"",19060,"",0
"168","201611160SAC",2016-11-16,"10:30p","San Antonio Spurs",110,"Sacramento Kings",105,"",17608,"",0
"169","201611170WAS",2016-11-17,"7:00p","New York Knicks",112,"Washington Wizards",119,"",16704,"",1
"170","201611170MIA",2016-11-17,"7:30p","Milwaukee Bucks",73,"Miami Heat",96,"",19600,"",1
"171","201611170HOU",2016-11-17,"8:00p","Portland Trail Blazers",109,"Houston Rockets",126,"",15550,"",1
"172","201611170MIN",2016-11-17,"8:00p","Philadelphia 76ers",86,"Minnesota Timberwolves",110,"",16866,"",1
"173","201611170UTA",2016-11-17,"10:30p","Chicago Bulls",85,"Utah Jazz",77,"",19911,"",0
"174","201611180CHO",2016-11-18,"7:00p","Atlanta Hawks",96,"Charlotte Hornets",100,"",17989,"",1
"175","201611180IND",2016-11-18,"7:00p","Phoenix Suns",116,"Indiana Pacers",96,"",16780,"",0
"176","201611180CLE",2016-11-18,"7:30p","Detroit Pistons",81,"Cleveland Cavaliers",104,"",20562,"",1
"177","201611180BOS",2016-11-18,"8:00p","Golden State Warriors",104,"Boston Celtics",88,"",18624,"",0
"178","201611180NOP",2016-11-18,"8:00p","Portland Trail Blazers",101,"New Orleans Pelicans",113,"",15552,"",1
"179","201611180OKC",2016-11-18,"8:00p","Brooklyn Nets",105,"Oklahoma City Thunder",124,"",18203,"",1
"180","201611180DAL",2016-11-18,"8:30p","Memphis Grizzlies",80,"Dallas Mavericks",64,"",19715,"",0
"181","201611180DEN",2016-11-18,"9:00p","Toronto Raptors",113,"Denver Nuggets",111,"OT",12476,"",0
"182","201611180LAL",2016-11-18,"10:30p","San Antonio Spurs",116,"Los Angeles Lakers",107,"",18997,"",0
"183","201611180SAC",2016-11-18,"10:30p","Los Angeles Clippers",121,"Sacramento Kings",115,"",17608,"",0
"184","201611190HOU",2016-11-19,"5:00p","Utah Jazz",102,"Houston Rockets",111,"",14760,"",1
"185","201611190DET",2016-11-19,"7:00p","Boston Celtics",94,"Detroit Pistons",92,"",16107,"",0
"186","201611190NOP",2016-11-19,"7:00p","Charlotte Hornets",116,"New Orleans Pelicans",121,"OT",15739,"",1
"187","201611190ORL",2016-11-19,"7:00p","Dallas Mavericks",87,"Orlando Magic",95,"",18846,"",1
"188","201611190WAS",2016-11-19,"7:00p","Miami Heat",114,"Washington Wizards",111,"",15848,"",0
"189","201611190PHI",2016-11-19,"7:30p","Phoenix Suns",105,"Philadelphia 76ers",120,"",18125,"",1
"190","201611190MEM",2016-11-19,"8:00p","Minnesota Timberwolves",71,"Memphis Grizzlies",93,"",17112,"",1
"191","201611190MIL",2016-11-19,"8:30p","Golden State Warriors",124,"Milwaukee Bucks",121,"",18717,"",0
"192","201611190LAC",2016-11-19,"10:30p","Chicago Bulls",95,"Los Angeles Clippers",102,"",19060,"",1
"193","201611200NYK",2016-11-20,"12:00p","Atlanta Hawks",94,"New York Knicks",104,"",19812,"",1
"194","201611200BRK",2016-11-20,"3:30p","Portland Trail Blazers",129,"Brooklyn Nets",109,"",16608,"",0
"195","201611200OKC",2016-11-20,"7:00p","Indiana Pacers",115,"Oklahoma City Thunder",111,"OT",18203,"",0
"196","201611200DEN",2016-11-20,"9:00p","Utah Jazz",91,"Denver Nuggets",105,"",12565,"",1
"197","201611200SAC",2016-11-20,"9:00p","Toronto Raptors",99,"Sacramento Kings",102,"",17608,"",1
"198","201611200LAL",2016-11-20,"9:30p","Chicago Bulls",118,"Los Angeles Lakers",110,"",18997,"",0
"199","201611210CHO",2016-11-21,"7:00p","Memphis Grizzlies",105,"Charlotte Hornets",90,"",14181,"",0
"200","201611210IND",2016-11-21,"7:00p","Golden State Warriors",120,"Indiana Pacers",83,"",17923,"",0
"201","201611210PHI",2016-11-21,"7:00p","Miami Heat",94,"Philadelphia 76ers",101,"",16477,"",1
"202","201611210WAS",2016-11-21,"7:00p","Phoenix Suns",101,"Washington Wizards",106,"",12790,"",1
"203","201611210DET",2016-11-21,"7:30p","Houston Rockets",99,"Detroit Pistons",96,"",13632,"",0
"204","201611210MIL",2016-11-21,"8:00p","Orlando Magic",89,"Milwaukee Bucks",93,"",12306,"",1
"205","201611210MIN",2016-11-21,"8:00p","Boston Celtics",99,"Minnesota Timberwolves",93,"",13167,"",0
"206","201611210SAS",2016-11-21,"8:30p","Dallas Mavericks",91,"San Antonio Spurs",96,"",18418,"",1
"207","201611210LAC",2016-11-21,"10:30p","Toronto Raptors",115,"Los Angeles Clippers",123,"",19060,"",1
"208","201611220ATL",2016-11-22,"7:30p","New Orleans Pelicans",112,"Atlanta Hawks",94,"",19120,"",0
"209","201611220NYK",2016-11-22,"7:30p","Portland Trail Blazers",103,"New York Knicks",107,"",19812,"",1
"210","201611220DEN",2016-11-22,"9:00p","Chicago Bulls",107,"Denver Nuggets",110,"",14328,"",1
"211","201611220LAL",2016-11-22,"10:30p","Oklahoma City Thunder",109,"Los Angeles Lakers",111,"",18997,"",1
"212","201611230CHO",2016-11-23,"7:00p","San Antonio Spurs",119,"Charlotte Hornets",114,"",18515,"",0
"213","201611230CLE",2016-11-23,"7:00p","Portland Trail Blazers",125,"Cleveland Cavaliers",137,"",20562,"",1
"214","201611230IND",2016-11-23,"7:00p","Atlanta Hawks",96,"Indiana Pacers",85,"",16032,"",0
"215","201611230ORL",2016-11-23,"7:00p","Phoenix Suns",92,"Orlando Magic",87,"",17069,"",0
"216","201611230PHI",2016-11-23,"7:00p","Memphis Grizzlies",104,"Philadelphia 76ers",99,"2OT",15880,"",0
"217","201611230BRK",2016-11-23,"7:30p","Boston Celtics",111,"Brooklyn Nets",92,"",16210,"",0
"218","201611230DET",2016-11-23,"7:30p","Miami Heat",84,"Detroit Pistons",107,"",14520,"",1
"219","201611230HOU",2016-11-23,"8:00p","Toronto Raptors",115,"Houston Rockets",102,"",18055,"",0
"220","201611230DAL",2016-11-23,"8:30p","Los Angeles Clippers",124,"Dallas Mavericks",104,"",20042,"",0
"221","201611230UTA",2016-11-23,"9:00p","Denver Nuggets",83,"Utah Jazz",108,"",19229,"",1
"222","201611230NOP",2016-11-23,"9:30p","Minnesota Timberwolves",96,"New Orleans Pelicans",117,"",15555,"",1
"223","201611230GSW",2016-11-23,"10:30p","Los Angeles Lakers",106,"Golden State Warriors",149,"",19596,"",1
"224","201611230SAC",2016-11-23,"10:30p","Oklahoma City Thunder",101,"Sacramento Kings",116,"",17608,"",1
"225","201611250BOS",2016-11-25,"1:00p","San Antonio Spurs",109,"Boston Celtics",103,"",18624,"",0
"226","201611250ORL",2016-11-25,"7:00p","Washington Wizards",94,"Orlando Magic",91,"",17103,"",0
"227","201611250CLE",2016-11-25,"7:30p","Dallas Mavericks",90,"Cleveland Cavaliers",128,"",20562,"",1
"228","201611250DET",2016-11-25,"7:30p","Los Angeles Clippers",97,"Detroit Pistons",108,"",17023,"",1
"229","201611250NYK",2016-11-25,"7:30p","Charlotte Hornets",111,"New York Knicks",113,"OT",19812,"",1
"230","201611250PHI",2016-11-25,"7:30p","Chicago Bulls",105,"Philadelphia 76ers",89,"",18234,"",0
"231","201611250IND",2016-11-25,"8:00p","Brooklyn Nets",97,"Indiana Pacers",118,"",16083,"",1
"232","201611250MEM",2016-11-25,"8:00p","Miami Heat",90,"Memphis Grizzlies",81,"",17222,"",0
"233","201611250MIL",2016-11-25,"8:00p","Toronto Raptors",105,"Milwaukee Bucks",99,"",16223,"",0
"234","201611250UTA",2016-11-25,"8:00p","Atlanta Hawks",68,"Utah Jazz",95,"",19911,"",1
"235","201611250DEN",2016-11-25,"9:00p","Oklahoma City Thunder",132,"Denver Nuggets",129,"OT",14327,"",0
"236","201611250PHO",2016-11-25,"9:00p","Minnesota Timberwolves",98,"Phoenix Suns",85,"",16728,"",0
"237","201611250POR",2016-11-25,"10:00p","New Orleans Pelicans",104,"Portland Trail Blazers",119,"",19393,"",1
"238","201611250LAL",2016-11-25,"10:30p","Golden State Warriors",109,"Los Angeles Lakers",85,"",18997,"",0
"239","201611250SAC",2016-11-25,"10:30p","Houston Rockets",117,"Sacramento Kings",104,"",17608,"",0
"240","201611260CHO",2016-11-26,"7:00p","New York Knicks",102,"Charlotte Hornets",107,"",19195,"",1
"241","201611260WAS",2016-11-26,"7:00p","San Antonio Spurs",112,"Washington Wizards",100,"",17066,"",0
"242","201611260MIA",2016-11-26,"8:00p","Memphis Grizzlies",110,"Miami Heat",107,"",19600,"",0
"243","201611260OKC",2016-11-26,"8:00p","Detroit Pistons",88,"Oklahoma City Thunder",106,"",18203,"",1
"244","201611260GSW",2016-11-26,"10:30p","Minnesota Timberwolves",102,"Golden State Warriors",115,"",19596,"",1
"245","201611270PHI",2016-11-27,"1:00p","Cleveland Cavaliers",112,"Philadelphia 76ers",108,"",19311,"",0
"246","201611270PHO",2016-11-27,"3:30p","Denver Nuggets",120,"Phoenix Suns",114,"",15365,"",0
